snippet,headline__main,year_mo,compound,negative,neutral,positive
"The meeting between President Obama’s counterterrorism adviser, John O. Brennan, and President Abdu Rabbu Mansour Hadi reflected the two countries’s cooperation.","‘Pursuit of Terrorists Is Irreversible,’ Yemen’s President Says",201205,0,0,1,0
"House Republicans want to slash the budgets for the nation’s basic surveys, which would reduce understanding of what is happening in the economy.",Operating in the Dark,201205,-0.2023,0.086,0.861,0.053
"When Mr. Lilly and his brother moved from West Virginia to Boston in 1952, they brought bluegrass and old-time music with them to the Northeast.","Everett Lilly, Bluegrass Musician, Dies at 87",201205,0,0,1,0
"Andrew Bynum and Pau Gasol contributed greatly to the Lakers series-deciding victory against the Nuggets, but the Thunder are next for Los Angeles.","After 7-Game Struggle, Lakers Face Tougher Test",201205,0,0,1,0
"Fernando Henrique Cardoso, the former president of Brazil and a social scientist, will be awarded the John W. Kluge Prize by the Library of Congress.",Brazil’s Ex-Leader Honored as Scholar,201205,0.7184,0,0.786,0.214
"San Francisco Bar Pilots, who guide ships into the harbor, want bigger ships that require two pilots to pay more. Critics say the pilots, who earned $451,336 last year, get enough.",Questions Over Fees to Pilots Guiding Ships in San Francisco,201205,-0.3804,0.117,0.844,0.039
"Lottery numbers for New York, New Jersey and Connecticut.",Lottery Numbers,201205,0,0,1,0
"The agency has begun proceedings to fire a police captain who, it determined, had used his cellphone to photograph questions on a sergeants’ exam.",Port Authority Investigating Lax Response in Test Breach,201205,0,0.097,0.806,0.097
"Kevin Na’s waggles invited heckling as he fell far off the lead in the Players Championship, but he said, “I deserve it.”","Even as a Golfer’s Nerves Foil Him, He Shows Grace",201205,0.2382,0,0.915,0.085
"At least three police witnesses have been called about the killing of Ramarley Graham, who was unarmed when he was shot in his bathroom in February.",Officers Testify Before Grand Jury in Shooting of Bronx Teenager,201205,-0.6597,0.15,0.85,0
A look at the needs of major television networks as the upfronts begin.,"The Good, the Bad and the Future for the Networks This Fall",201205,0,0,1,0
"Officers searched Los Angeles County for Stephen Ivens, who was said to be despondent and who had been reported missing on Friday.",Search for F.B.I. Agent Continues in California,201205,-0.6486,0.209,0.791,0
"After President Obama announced his support for gay marriage, he and his team embarked on a quiet campaign to contain the possible damage among religious leaders and voters.","After Obama’s Decision on Marriage, a Call to Pastors",201205,-0.128,0.104,0.809,0.087
The clash over same-sex marriage does not simply pit ministers against secular gay advocates. Religion is on both sides in this conflict.,Unions That Divide: Churches Split Over Gay Marriage,201205,-0.3869,0.111,0.889,0
Manchester City’s victory against Queens Park Rangers delivered the narrowest of triumphs in a season-long contest with its city rival Manchester United atop England’s Premier League.,"In Manchester, a Finish Few Will Forget",201205,0.7003,0,0.799,0.201
"Matt Kuchar prevailed by two shots at T.P.C. Sawgrass in the Players Championship, earning $1.71 million, the biggest paycheck in golf.","A Long, Tough Journey Ends With Golf’s Richest Paycheck",201205,0.4404,0,0.873,0.127
A senior commander in Joseph Kony’s Lord’s Resistance Army was captured in what an analyst called an “intelligence coup” for forces hunting for Mr. Kony.,Rebel Officer is Captured by Uganda,201205,0,0,1,0
"A former commander with Al Shabab has become a cooperating witness in the New York trial of Mohamed Ibrahim Ahmed, prosecutors said.",Ex-Somali Terrorist Helps a U.S. Prosecution,201205,0,0,1,0
"For years, Fox and CBS have split the prime-time crown, but tumbling numbers for “American Idol” has presented Fox with a challenge it has not faced in about a decade.","Tested, Fox Aims to Shore Up Ratings Among Young Viewers With Comedies",201205,0.1154,0,0.949,0.051
"It has already taken them 14 games over two rounds, but the Rangers are not complaining about how they have extended their season.",Rangers Are Embracing Their Difficult Journey,201205,0.2235,0,0.921,0.079
"In network television, hundreds of ideas are carefully nurtured into dozens of shows and thrown into the air before being pared to a handful of winners.",Few TV Shows Survive a Ruthless Proving Ground,201205,0.7579,0,0.746,0.254
The arrest and hunger strike of Nambaryn Enkhbayar have rallied supporters and drawn international attention to a country praised for its progress since it emerged from Soviet control.,Ex-Leader’s Detention Tests Mongolia’s Budding Democracy,201205,0.6124,0.165,0.587,0.249
"LeBron James had 32 points and 15 rebounds as the Miami Heat beat the Indiana Pacers, 95-86, despite Chris Bosh leaving the game with an abdominal injury.",Bosh Exits in Pain as Heat Capture Game 1,201205,-0.4215,0.097,0.903,0
"A few years ago, the day’s toll would have been a footnote in Iraq, when it was not uncommon for 100 people to be killed in one day.",Period of Relative Calm in Iraq Is Brought to End by Fatal Bomb Blasts,201205,-0.6705,0.153,0.847,0
"Arsenal clinched a spot in next season’s Champions League, but Tottenham must wait another six days before learning whether its fourth-place finish in the Premier League is enough.","Out of Title Race, Arsenal Is Back in the Champions League",201205,0.296,0,0.922,0.078
Mr. Dunn’s simple but inventive bass playing helped define the sound of Memphis soul music.,"Duck Dunn, Bassist in Booker T. and the MG’s, Dies at 70",201205,0.296,0,0.864,0.136
"Many immigrants from Nepal work in New York beauty salons, but giving pedicures can feel uncomfortable because in their homeland, women customarily don’t touch strangers’ feet.","For Nepalese Salon Workers, a Cultural Hurdle to Overcome",201205,-0.0772,0.111,0.754,0.134
"Account assignments, executive appointments and miscellaneous news from advertising agencies.",News From the Advertising Industry,201205,0,0,1,0
The vast policy of land distribution begun by Col. Muammar el-Qaddafi in the 1970s is threatening to ignite a patchwork of bitter property disputes.,Thousands of Libyans Struggle With Recovery of Property Confiscated by Qaddafi,201205,-0.8074,0.293,0.707,0
"Joey Votto’s grand slam came with two outs in the bottom of the ninth, rallying Cincinnati.","Votto’s Grand Slam, His Third Home Run of the Day, Rescues the Reds in the Ninth",201205,0.1027,0.133,0.714,0.153
Most campaigns to keep a beloved program in production can’t change the collective mind of a network but sometimes they find creative ways to keep shows humming along — and these days there are more ways than ever to do that.,"Shows on the Brink, Saved by the Fans",201205,0.7184,0,0.86,0.14
"In the Middle East, democracy isn’t enough. True freedom requires a liberal society.",Can Islamists Be Liberals?,201205,0.7906,0,0.588,0.412
"Kat Dennings has struck a chord on “2 Broke Girls” with her portrayal of Max, a waitress with a murderous sideways glance and an offbeat, deadpan wit.",Using an Offbeat Charm to Keep TV Fans Engaged,201205,-0.8402,0.3,0.7,0
Broadcast networks are offering shorter seasons and agreeing to air serialized shows uninterrupted by reruns to fight “cable envy” among series creators.,"As Talent Flees to Cable, Networks Fight Back",201205,-0.0516,0.104,0.8,0.096
"If New York begins a free legal-services program, the burden should be shared either by all lawyers or by taxpayers generally.",Rethinking Pro Bono,201205,0.4215,0.113,0.664,0.223
Chris Kreider played five minutes in each period of Game 1 and was a key example of how the Rangers did not slow down after being in a pair of seven-game series.,"After Regaining Minutes, Kreider Capitalizes",201205,0.34,0,0.921,0.079
"Mitt Romney says President Obama has no workable plan to prevent Medicare from going bankrupt, and that he is offering “a dramatic change in perspective and philosophy.”",Romney Medicare Plan Draws a Stark Contrast,201205,-0.6908,0.188,0.777,0.036
"Gov. Mark Dayton signed a hard-fought agreement to build the Minnesota Vikings a $975 million stadium at the downtown Minneapolis site of the team’s current home, the Metrodome.",Governor Signs Vikings Bill,201205,0.4939,0,0.887,0.113
A former chairman of the Federal Election Commission was prepared to say donations used to hide former Senator John Edwards’s affair did not qualify as campaign contributions.,Judge Blocks Testimony for Edwards on Finance Law,201205,0.0516,0.062,0.87,0.069
"Hansen, the Juvenile champion, will not run in the Preakness Stakes on Saturday, but Bodemeister, the runner-up in the Kentucky Derby, will.",Hansen Won’t Run in Preakness,201205,0.3506,0,0.896,0.104
Gov. Lincoln Chafee ordered state agencies to give many of the same rights and benefits to same-sex spouses as those in heterosexual marriages.,Rhode Island Order on Gay Unions,201205,0.3818,0,0.894,0.106
"Los Angeles, which beat the Phoenix Coyotes in Game 1 of the Western Conference finals Sunday night, has arguably been the league’s best team so far in the postseason.",Kings Stay on a Roll in the Postseason,201205,0.4939,0.062,0.807,0.13
"The rookie Chris Kreider had a goal and an assist, and Henrik Lundqvist recorded his fifth career playoff shutout as the Rangers opened their series with a victory over the Devils.",Rangers Start Off With Strong Finish,201205,-0.5719,0.117,0.883,0
"Mark Teixeira, the Yankees’ first baseman who has been hampered by a confounding cough for more than a month, hit the decisive home run in the team’s victory over the Orioles.",One Swing Lifts Teixeira and Yankees,201205,0.2263,0,0.936,0.064
"Arcadius, an 8-year-old gelding, collapsed and died soon after his victory in the Iroquois Steeplechase on Saturday.","After the Best Race of His Life, a Horse’s Death",201205,-0.6908,0.275,0.725,0
"Corrections appearing in print on May 15, 2012.",Corrections: May 15,201205,0,0,1,0
The emergence in recent years of coyotes in the city’s parks and other places has raised doubts about whether the wild animals can coexist with the domesticated ones.,"In City Where Dogs Outnumber Children, Finding a Way for Coyotes to Coexist",201205,-0.296,0.075,0.925,0
"As a Newsday journalist, Mr. McGrady led his colleagues in the creation of “Naked Came the Stranger,” a steamy parody novel.","Mike McGrady, Known for a Literary Hoax, Dies at 78",201205,0.5267,0,0.794,0.206
Aubrey McClendon said asset sale delays would enable the company to bargain for better terms.,"Chesapeake Energy’s Chief, Under Investor Pressure, Seeks to Win Over Skeptics",201205,0.7351,0,0.625,0.375
The Republican House speaker assigned the bill to a state affairs committee dominated by opponents of it.,Colorado Rejects Same-Sex Civil Unions,201205,0,0,1,0
New York City has thousands of temporary structures to catch construction debris. Residents worry that one in Harlem will never go away.,A Sidewalk Shed in Perpetuity,201205,-0.4404,0.121,0.879,0
"Seven United Nations peacekeepers were wounded when gunmen opened fire during a protest in eastern Democratic Republic of Congo on Monday, drawing condemnation from the Security Council.",Congo: Peacekeepers Wounded,201205,-0.1027,0.228,0.556,0.217
